    1     1     1     1    3.541948297688456
    2     1     1     1    0.576921328341946
    2     2     1     1    0.854681772892244
    2     1     2     1    0.111888125975301
    2     2     2     1    0.205283870818581
    2     2     2     2    0.624708798510611
    3     3     1     1    0.852436095451127
    4     4     1     1    0.852436095451127
    5     5     1     1    0.852436095451127
    3     1     3     1    0.020296465970775
    4     1     4     1    0.020296465970775
    5     1     5     1    0.020296465970775
    3     3     2     1    0.205335088917950
    4     4     2     1    0.205335088917950
    5     5     2     1    0.205335088917950
    3     2     3     1    0.030857749607787
    4     2     4     1    0.030857749607787
    5     2     5     1    0.030857749607787
    3     3     2     2    0.624568373997849
    4     4     2     2    0.624568373997849
    5     5     2     2    0.624568373997849
    3     2     3     2    0.137996275062609
    4     2     4     2    0.137996275062609
    5     2     5     2    0.137996275062609
    3     3     3     3    0.672832726154768
    4     3     4     3    0.036268641177034
    4     4     3     3    0.600295443800700
    4     4     4     4    0.672832726154768
    5     3     5     3    0.036268641177034
    5     4     5     4    0.036268641177034
    5     5     3     3    0.600295443800700
    5     5     4     4    0.600295443800700
    5     5     5     5    0.672832726154768
    6     1     1     1    0.147608605517858
    6     2     1     1    0.335162193482858
    6     1     2     1    0.028436223207717
    6     2     2     1    0.081484132039537
    6     1     2     2    0.052013862829475
    6     2     2     2    0.270610027447356
    6     3     1     1    0.160685542140597
    6     4     1     1   -0.160685542140597
    6     5     1     1   -0.160685542140597
    6     1     3     1    0.001011537963698
    6     1     4     1   -0.001011537963698
    6     1     5     1   -0.001011537963698
    6     3     2     1    0.039589644041248
    6     4     2     1   -0.039589644041248
    6     5     2     1   -0.039589644041248
    6     2     3     1    0.004477861111553
    6     2     4     1   -0.004477861111553
    6     2     5     1   -0.004477861111553
    6     1     3     2    0.001871693426017
    6     1     4     2   -0.001871693426017
    6     1     5     2   -0.001871693426017
    6     3     2     2    0.139421122563721
    6     4     2     2   -0.139421122563721
    6     5     2     2   -0.139421122563721
    6     2     3     2    0.030106293109745
    6     2     4     2   -0.030106293109745
    6     2     5     2   -0.030106293109745
    6     3     3     1    0.010426154716997
    6     3     4     1   -0.001906745560306
    6     3     5     1   -0.001906745560306
    6     4     3     1   -0.001906745560306
    6     4     4     1    0.010426154716997
    6     4     5     1    0.001906745560306
    6     5     3     1   -0.001906745560306
    6     5     4     1    0.001906745560306
    6     5     5     1    0.010426154716997
    6     1     3     3    0.052019626481534
    6     1     4     3   -0.000184216227311
    6     1     4     4    0.052019626481534
    6     1     5     3   -0.000184216227311
    6     1     5     4    0.000184216227311
    6     1     5     5    0.052019626481534
    6     3     3     2    0.058661644705102
    6     3     4     2   -0.014479739998984
    6     3     5     2   -0.014479739998984
    6     4     3     2   -0.014479739998984
