    1     1     1     1    4.785065404705506
    2     1     1     1    0.741380351973408
    2     2     1     1    1.118946866342470
    2     1     2     1    0.136873385354388
    2     2     2     1    0.256633394730974
    2     2     2     2    0.817206321526058
    3     3     1     1    1.115813812152428
    4     4     1     1    1.115813812152428
    5     5     1     1    1.115813812152428
    3     1     3     1    0.024477412258099
    4     1     4     1    0.024477412258099
    5     1     5     1    0.024477412258099
    3     3     2     1    0.256683985810103
    4     4     2     1    0.256683985810103
    5     5     2     1    0.256683985810103
    3     2     3     1    0.037808607416361
    4     2     4     1    0.037808607416361
    5     2     5     1    0.037808607416361
    3     3     2     2    0.817022605320914
    4     4     2     2    0.817022605320914
    5     5     2     2    0.817022605320914
    3     2     3     2    0.180518392104632
    4     2     4     2    0.180518392104632
    5     2     5     2    0.180518392104632
    3     3     3     3    0.880159093375046
    4     3     4     3    0.047444445118384
    4     4     3     3    0.785270203138277
    4     4     4     4    0.880159093375046
    5     3     5     3    0.047444445118384
    5     4     5     4    0.047444445118384
    5     5     3     3    0.785270203138277
    5     5     4     4    0.785270203138277
    5     5     5     5    0.880159093375046
    6     1     1     1    0.121785349416812
    6     2     1     1    0.313334133203848
    6     1     2     1    0.022309236062653
    6     2     2     1    0.072840109508060
    6     1     2     2    0.041611622300923
    6     2     2     2    0.258884490884116
    6     3     1     1    0.183538575024754
    6     4     1     1    0.143396050576365
    6     1     3     1    0.000807385153071
    6     1     4     1    0.000630798415149
    6     3     2     1    0.043197737649215
    6     4     2     1    0.033749771522940
    6     2     3     1    0.004317163347981
    6     2     4     1    0.003372937671059
    6     1     3     2    0.001519113027787
    6     1     4     2    0.001186861173649
    6     3     2     2    0.163910454165551
    6     4     2     2    0.128060881873733
    6     2     3     2    0.033774590907255
    6     2     4     2    0.026387602416983
    6     3     3     1    0.009644729450701
    6     3     4     1    0.001744920871023
    6     4     3     1    0.001744920871023
    6     4     4     1    0.008774614178918
    6     5     5     1    0.007411332582996
    6     1     3     3    0.041685945046220
    6     1     4     3    0.000121848710546
    6     1     4     4    0.041625184454921
    6     1     5     5    0.041529985808763
    6     3     3     2    0.064012118671572
    6     3     4     2    0.015709756842096
    6     4     3     2    0.015709756842096
    6     4     4     2    0.056178354074388
    6     5     5     2    0.043904546857743
    6     2     3     3    0.262635422168582
    6     2     4     3    0.006469355508936
    6     2     4     4    0.259409439191131
    6     2     5     5    0.254355024719237
    6     3     3     3    0.175365427696742
    6     3     4     3    0.009282755762835
    6     3     4     4    0.159606200123556
    6     3     5     5    0.156572544561561
    6     4     3     3    0.126210780623062
    6     4     4     3    0.009945153134844
    6     4     4     4    0.135497737480495
    6     4     5     5    0.122327878571530
    6     5     5     3    0.006911497572849
    6     5     5     4    0.005399853711303
    6     6     1     1    0.470723326368778
    6     1     6     1    0.003683107960076
    6     6     2     1    0.111191806911617
    6     2     6     1    0.012121617421746
    6     6     2     2    0.454660662254829
    6     2     6     2    0.103816561020432
    6     6     3     1    0.008115429695629
    6     6     4     1    0.006340468574121
    6     3     6     1    0.007487641649768
    6     4     6     1    0.005849986797397
    6     6     3     2    0.088850240147481
    6     6     4     2    0.069417415538897
    6     3     6     2    0.079876222072782
    6     4     6     2    0.062406144205124
    6     6     3     3    0.469762103528712
    6     6     4     3    0.025791716791396
    6     6     4     4    0.456900909053721
    6     6     5     5    0.436750211441671
    6     3     6     3    0.075103217640351
    6     4     6     3    0.047460399285077
    6     4     6     4    0.051436804504574
    6     5     6     5    0.014356676714874
    6     6     6     1    0.018641085379951
    6     6     6     2    0.235420950941441
    6     6     6     3    0.206690042488559
    6     6     6     4    0.161483959338374
    6     6     6     6    0.774605943919898
    7     1     1     1    0.121785349416812
    7     2     1     1    0.313334133203848
    7     1     2     1    0.022309236062653
    7     2     2     1    0.072840109508060
    7     1     2     2    0.041611622300923
    7     2     2     2    0.258884490884116
    7     3     1     1   -0.183538575024754
    7     4     1     1    0.143396050576365
    7     1     3     1   -0.000807385153071
    7     1     4     1    0.000630798415149
    7     3     2     1   -0.043197737649215
    7     4     2     1    0.033749771522940
    7     2     3     1   -0.004317163347981
    7     2     4     1    0.003372937671059
    7     1     3     2   -0.001519113027787
    7     1     4     2    0.001186861173649
    7     3     2     2   -0.163910454165551
    7     4     2     2    0.128060881873733
    7     2     3     2   -0.033774590907255
    7     2     4     2    0.026387602416983
    7     3     3     1    0.009644729450701
    7     3     4     1   -0.001744920871023
    7     4     3     1   -0.001744920871023
    7     4     4     1    0.008774614178918
    7     5     5     1    0.007411332582996
    7     1     3     3    0.041685945046220
    7     1     4     3   -0.000121848710546
    7     1     4     4    0.041625184454921
    7     1     5     5    0.041529985808763
    7     3     3     2    0.064012118671572
    7     3     4     2   -0.015709756842096
    7     4     3     2   -0.015709756842096
    7     4     4     2    0.056178354074388
    7     5     5     2    0.043904546857743
    7     2     3     3    0.262635422168582
    7     2     4     3   -0.006469355508936
    7     2     4     4    0.259409439191131
    7     2     5     5    0.254355024719237
    7     3     3     3   -0.175365427696742
    7     3     4     3    0.009282755762835
    7     3     4     4   -0.159606200123556
    7     3     5     5   -0.156572544561561
    7     4     3     3    0.126210780623062
    7     4     4     3   -0.009945153134844
    7     4     4     4    0.135497737480495
    7     4     5     5    0.122327878571530
    7     5     5     3   -0.006911497572849
    7     5     5     4    0.005399853711303
    7     6     1     1    0.105864444241770
    7     1     6     1    0.003626347038495
    7     6     2     1    0.024847613930679
    7     2     6     1    0.011738086015383
    7     1     6     2    0.011738086015383
    7     6     2     2    0.096193087497251
    7     2     6     2    0.082805311891239
    7     6     4     1    0.001780485118538
    7     3     6     1   -0.006661611939184
    7     4     6     1    0.005670572138161
    7     1     6     3    0.006661611939184
    7     1     6     4    0.005670572138161
    7     6     4     2    0.016738373835546
    7     3     6     2   -0.044241691101453
    7     4     6     2    0.048360757597054
    7     2     6     3    0.044241691101453
    7     2     6     4    0.048360757597054
    7     6     3     3    0.095806822348931
    7     6     4     4    0.098762351285116
    7     6     5     5    0.093903792729994
    7     3     6     3   -0.013099738777752
    7     3     6     4   -0.025320151118325
    7     4     6     3    0.025320151118325
    7     4     6     4    0.038857871090576
    7     5     6     5    0.011033892047394
    7     6     6     1    0.004091767456984
    7     1     6     6    0.017890930404213
    7     6     6     2    0.038415486590652
    7     2     6     6    0.151924586584762
    7     6     6     3    0.025685197500691
    7     6     6     4    0.025974451190177
    7     3     6     6   -0.073615422819083
    7     4     6     6    0.096752175289782
    7     6     6     6    0.091353706761488
